ssn	job	company	mail	address	name	birthdate	username	current_location	registration	blood_group	user_id	station_ID
564-42-6099		Söding Geißler AG & Co. KG	wklemt@googlemail.com	"Mijo-Fliegner-Gasse 909
85788 Erkelenz"	Jobst Wende-Spieß	1974-09-28	wilfried10	(Decimal('-87.377210'), Decimal('-69.261487'))	2022-12-12	AB+	1150	389
NNTGNL12H52G299Y		Brugnaro-Deledda Group	edoardo24@live.com	"Incrocio Borzomì, 791 Appartamento 64
42035, Croce (RE)"	Lolita Innocenti-Necci	1955-06-11	guarnerileopoldo	(Decimal('86.900431'), Decimal('56.580451'))	09/11/2021, 00:00:00	B+	851	135
539-47-1430		橋本ガス有限会社	qkobayashi@hotmail.com	宮城県神津島村土呂部18丁目1番12号 戸山クレスト916	佐藤 浩	1922-05-11	haruka05	(Decimal('44.4551245'), Decimal('74.072962'))	2025-02-14	B+	456	244
097-68-5706		Staude Stiftung & Co. KG	misicherthies@googlemail.com	"Liebeltgasse 48
27084 Melle"	Hans-Wolfgang Henk	1997-05-04	karl-dieterluebs	(Decimal('-39.132696'), Decimal('171.073923'))	26 Nov 2019	A-	699	199
50986417211		Aragão	hmendonca@ig.com.br	"Largo Laís Rodrigues
Piraja
07493-567 Nascimento das Pedras / MG"	Noah Santos		matheusbarbosa	(Decimal('-80.0019625'), Decimal('141.926928'))	07 Aug 2022	AB-	1503	606
181-50-1878	薬剤師	藤原運輸有限会社	minoruwatanabe@hotmail.com	長崎県あきる野市西神田29丁目20番13号 港南クレスト117	藤井 零	1982-11-04	atsushi39	(Decimal('-39.2435035'), Decimal('-148.387495'))	2024/01/20	B-	21	12
652-81-5569		Beer Naser AG & Co. OHG	aweihmann@hotmail.de	"Thea-Beyer-Platz 39-60
97616 Spremberg"	Ingo Walter		waldtrautpaertzelt	(Decimal('83.814854'), Decimal('-160.851957'))	26 Apr 2019	B+	1871	262
91463820542	Paisagista	da Costa	augustopires@hotmail.com	"Jardim de Garcia
Vila Santa Rosa
20129639 Moraes / RO"	Sr. Rodrigo Sales	1949-07-09	raelcunha	(Decimal('-42.218410'), Decimal('165.212127'))	06/16/2019, 00:00:00	A+	1754	135
896-93-1921		Siering Dussen van Stiftung & Co. KGaA	bruderswen@googlemail.com	"Lachmannring 7/3
72052 Freital"	Henryk Täsche MBA.		gbenthin	(Decimal('-34.053245'), Decimal('69.508251'))	20 Aug 2020	AB+	1125	727
611-48-8881		合同会社後藤通信	yamashitatakuma@yahoo.com	青森県品川区羽折町4丁目22番10号 コート氏家289	渡辺 洋介	1956-02-26	akiraogawa	(Decimal('-66.8566005'), Decimal('82.292065'))	03/07/2024, 00:00:00	B+	1736	750
036-90-9771		Lin, Larson and Villanueva	cooperroger@yahoo.com	"USCGC Forbes
FPO AA 74794"	Catherine Scott	1943-07-10	slee		2025/09/06	AB-	2074	2
63924085170	Farmacêutico	da Cruz - ME	aleao@ig.com.br	"Rua Olívia Melo, 70
Cidade Jardim Taquaril
01291-553 Guerra / PA"	Stella Pires	2005-10-16	ifernandes	(Decimal('54.5686575'), Decimal('-135.637995'))	03/18/2024, 00:00:00	AB+	1036	591
014-99-2411		Plath GmbH & Co. KG	romy75@gmx.de	"Delia-Neureuther-Weg 20
87722 Hoyerswerda"	Fabienne Scholtz-Walter	2006-01-10	heinzingeborg	(Decimal('-36.2609455'), Decimal('-143.200524'))	04/19/2023, 00:00:00	O+	1258	616
72306894574	Jogador de badminton	Jesus	luananovaes@ig.com.br	"Vereda Maria Luiza Sousa, 862
Vila Da Luz
26170774 Gonçalves / GO"	Isaque Mendonça		henryaparecida	(Decimal('-82.8512435'), Decimal('30.057086'))	2024-02-20	AB-	412	263
84915036251		Nascimento Farias - ME	pietracavalcanti@gmail.com	"Loteamento Oliveira, 3
Venda Nova
94349390 Ribeiro de Siqueira / BA"	Daniela Pinto	1920-11-01	isabella58	(Decimal('-62.473478'), Decimal('151.282307'))	08/10/2021, 00:00:00	B-	941	216
217-02-1181		合同会社池田通信	itosayuri@hotmail.com	山形県印西市猿楽町3丁目20番17号	池田 舞		maayasato	(Decimal('-28.713550'), Decimal('-163.871489'))	02/01/2024, 00:00:00	A+	96	121
601-92-1590		Finke	foersterkarl@yahoo.de	"Biggenplatz 726
98606 Ebern"	Franca Freudenberger	1998-05-20	guelsen15	(Decimal('-10.427355'), Decimal('103.743291'))	10/29/2018, 00:00:00	A+	267	96
14523970661	Cadeirinha	Sales S/A	joao83@uol.com.br	"Feira Andrade
Alto Dos Pinheiros
61009787 Ribeiro de Viana / SE"	Sr. Théo Carvalho		brunoazevedo	(Decimal('-29.514477'), Decimal('-131.424303'))	2021-04-01	A+	1949	23
654-06-2291		小川鉱業合同会社	sito@yahoo.com	宮崎県日野市南赤田39丁目4番2号 コーポ脚折524	鈴木 真綾	1909-10-08	takahashikumiko	(Decimal('-68.6207265'), Decimal('110.343886'))	2021/09/02	O+	809	188
543-79-7058	音楽家	株式会社田中食品	kumiko76@gmail.com	宮城県羽村市天神島16丁目7番15号	石川 里佳		kazuya10	(Decimal('-86.340897'), Decimal('-11.645151'))	26 Aug 2022	O-	913	330
MRCPTZ67L60M395M	Insurance account manager	Pedersoli, Cagnin e Troisi SPA	vittoria04@live.com	"Contrada Ornella, 14 Appartamento 4
34016, Monrupino (TS)"	Alberico Gregori	1978-07-21	pratipuccio	(Decimal('-3.906453'), Decimal('75.286212'))	2020/10/15	O-	877	517
795-22-1226	Techniker	Kallert Klotz AG & Co. KGaA	hendrikgiess@aol.de	"Nelli-Hermighausen-Gasse 40-75
63089 Rostock"	Dorit Cichorius MBA.		german01	(Decimal('27.349502'), Decimal('-116.828790'))	08/13/2025, 00:00:00	O-	1254	704
047-74-9401		Simpson LLC	reedjoseph@hotmail.com	"338 Chan Alley
West Madisonmouth, NJ 32864"	James Jordan	1951-11-16	thompsonashley	(Decimal('-74.040352'), Decimal('-24.751790'))	2024-12-22	B+	137	140
790-01-5119		Girschner AG & Co. KGaA	heidrichchrista@gmail.com	"Ekkehard-Wesack-Straße 4/5
46579 Suhl"	Jadwiga Henk		foerstercarmen	(Decimal('-49.652206'), Decimal('10.261059'))	2019-03-31	AB+	763	354
21039475841		Vargas	lopesjose@gmail.com	"Vale Castro, 390
Vila Independencia 1ª Seção
53978369 Correia / PB"	Sr. Lucas Gabriel Pinto		valentim41	(Decimal('-28.208190'), Decimal('93.023238'))	01 Nov 2022	A-	721	144
195-04-3456	Mechaniker	Wernecke AG	etzlerfelicitas@gmx.de	"Gutknechtstraße 1/7
32467 Neuruppin"	Frau Türkan Wesack MBA.	2016-06-02	tomaszscheibe	(Decimal('-46.6687275'), Decimal('33.909529'))	2022-03-31	O+	392	363
97832450665		das Neves	joao-lucascampos@uol.com.br	"Residencial de Mendonça, 36
Lajedo
13419-091 Sá / PI"	Giovanna Alves		kmendes	(Decimal('-41.700469'), Decimal('-42.947585'))	2024/08/21	O-	1981	61
976-58-9448		Wiek Beyer AG	heinz-wilhelmberger@gmx.de	"Gerlachplatz 5/9
63403 Jessen"	Univ.Prof. Marie-Luise Wieloch MBA.	2004-11-21	mkarz	(Decimal('-9.7605975'), Decimal('164.200750'))	2023/07/01	B-	2100	387
01793426570		Caldeira	isis38@ig.com.br	"Travessa Luan Oliveira, 88
Dona Clara
53151-809 Sales / DF"	Caio Caldeira	2000-02-05	hdias	(Decimal('57.413551'), Decimal('-96.621752'))	17 Sep 2019	O+	1082	178
222-55-4015		Gertz GmbH	hahnenrico@gmail.com	"Dörschnerstr. 8-5
25493 Ribnitz-Damgarten"	Harold Jacobi Jäckel	1959-08-02	sylvio52	(Decimal('-13.981174'), Decimal('14.252541'))	2019/11/28	B-	1962	251
877-52-3429		Weaver and Sons	nicholasholt@hotmail.com	"58390 Ernest Corner Apt. 257
East Michelleberg, DE 19863"	Jackson Floyd	1971-03-10	pooleclinton	(Decimal('14.5671925'), Decimal('9.280307'))	2023-02-24	B-	2051	168
151-80-9115	Friseur	Hövel Mühle e.V.	ritterheimo@gmail.com	"Christopher-Stiebitz-Gasse 4
06941 Wiedenbrück"	Univ.Prof. Stefanie Lorch B.A.	1999-12-25	ihethur	(Decimal('37.440243'), Decimal('-140.392546'))	2024/01/27	AB-	557	649
050-32-5764	Asphaltbauer	Heydrich GmbH	simonschuchhardt@web.de	"Wulfweg 97/21
48514 Säckingen"	Leyla Käster	1932-05-20	willi12	(Decimal('-11.4254915'), Decimal('-25.083300'))	2018-10-10	AB-	1845	780
724-44-8497	Teaching laboratory technician	Foster, Hahn and Acevedo	anthonyperez@yahoo.com	"625 Anna Parkway
New Sean, NH 92237"	Tony Jackson	2002-03-22	joseph19	(Decimal('-27.6024655'), Decimal('-140.124254'))	13 Apr 2022	B-	1632	588
416-47-1381	Network engineer	Thomas PLC	jeffreyschmidt@hotmail.com		Mary Meyers	1994-03-31	hroberts	(Decimal('-33.146599'), Decimal('-33.731809'))	2022-01-04	A+	1278	353
188-39-5441	Sports therapist	Anderson, Gonzalez and Barnes	hgregory@gmail.com	"03742 Jessica Mews
Jameston, MI 88273"	Melody Lane	1975-09-08	hstevens	(Decimal('-87.545193'), Decimal('90.579436'))	2024/06/06	B-	1937	168
452-73-5374	Fleischer	Haering	hubertineweitzel@gmx.de	"Römerstraße 63-66
79083 Schwarzenberg"	Bernfried Käster	1985-04-23	gabrielemeyer	(Decimal('16.287603'), Decimal('134.309845'))	02/26/2022, 00:00:00	AB-	2007	194
517-36-6632		Winkler AG	bluemelahmed@yahoo.de	"Nils-Mende-Straße 1-5
73994 Reutlingen"	Hans-Christian Berger		stephanie12	(Decimal('40.0359205'), Decimal('172.491175'))	2020/02/13	O+	1296	703
259-87-5958		Fritz LLC	duffykatherine@gmail.com	"034 John Neck Suite 584
Port Susanton, NE 09988"	Jennifer Lam		wallstracey	(Decimal('-26.3090665'), Decimal('9.937768'))	2019-10-04	B+	597	517
52067481371		Gomes S.A.	maria-luizacosta@ig.com.br	"Lago de Caldeira, 235
Sion
01619-752 Casa Grande / RJ"	Mariana Cunha		yda-mota	(Decimal('-43.4534565'), Decimal('-131.490747'))	2020-09-02	O-	1939	391
709-10-5132		auch Schlauchin	brunhild32@yahoo.de	"Weimergasse 6
42414 Reutlingen"	Claus Lange		benjamin32	(Decimal('-60.727951'), Decimal('170.786889'))	2021/08/07	AB-	1997	681
228-49-7973		Kühnert Liebelt GbR	kbohnbach@web.de	"Gutknechtplatz 96/24
42238 Forchheim"	Harry Sager		hanifebaehr	(Decimal('-13.472327'), Decimal('32.607043'))	04/12/2024, 00:00:00	O+	1763	671
91740368584		Silva	maria-isisbrito@gmail.com	"Largo de Nascimento, 9
Vila Suzana Segunda Seção
96759-425 Araújo Paulista / RS"	Lucas Gabriel Souza		lucas-gabriel17	(Decimal('52.963308'), Decimal('172.819390'))	01/06/2021, 00:00:00	A-	288	563
261-87-6295		松田運輸合同会社	junsuzuki@gmail.com	秋田県北区千塚37丁目1番16号 東上野パーク858	伊藤 直人	1935-12-23	lsakamoto	(Decimal('-60.103204'), Decimal('-112.497903'))	15 Mar 2019	O+	1432	220
10459872630		Correia	joao-guilherme35@yahoo.com.br	"Praça Araújo, 85
Outro
60038353 da Conceição dos Dourados / PB"	Sr. Josué Câmara		marcos-viniciusviana	(Decimal('-24.9744665'), Decimal('-135.853668'))	10/06/2019, 00:00:00	O-	682	478
666-74-1690		Jähn GbR	jtrapp@gmx.de	"Lilly-Ullmann-Gasse 66/24
67387 Kamenz"	Dr. Tomasz Preiß		hfischer	(Decimal('-85.917143'), Decimal('-113.448565'))	04 Jun 2019	O-	307	111
CLLZEI59L56B579U		Renzi, Tarantino e Turchetta Group	ocorrer@alice.it	"Viale Leopoldo, 85 Piano 4
86031, Castelmauro (CB)"	Calcedonio Pagliaro	1989-06-05	matilda24	(Decimal('-65.3568075'), Decimal('-130.711723'))	2023-08-10	A+	254	552
129-05-3093	寿司職人	株式会社青木情報	matsumotochiyo@gmail.com	東京都長生郡一宮町外国府間17丁目19番2号 港南シティ360	田中 修平	1965-08-09	jsuzuki	(Decimal('-35.246053'), Decimal('-75.069064'))	2020/06/29	O-	1579	3
199-03-6136		Pitts-Miller	emily36@hotmail.com	"171 Kristin Walks
Padillamouth, NE 68661"	Wendy Watson	1948-01-16	billy39	(Decimal('28.2553355'), Decimal('-15.089185'))	2025-07-11	A-	944	203
350-08-1882	Fachinformatiker	Ullmann GbR	van-der-dussenreinhardt@yahoo.de	"Klotzallee 3
17306 Kötzting"	Delia Dowerg	2008-03-24	babetthoffmann	(Decimal('-42.320870'), Decimal('-37.063241'))	03 Jul 2020	AB-	2079	340
BRSPLA16B23G987L		Rosselli-Giannini s.r.l.	carlocallegaro@outlook.com		Gastone Casale-Roccabonella		wvarano	(Decimal('-19.9852555'), Decimal('64.357474'))	31 Jul 2021	B-	13	112
643-79-5259		Oderwald Hein AG	manuel18@aol.de	"Lieschen-Beyer-Allee 33/13
25512 Pfaffenhofen an der Ilm"	Goran Gröttner		saeuberlichvanessa	(Decimal('-85.419770'), Decimal('9.048046'))	02 Sep 2023	AB-	1523	27
492-35-9450		田中印刷合同会社	ayamaguchi@hotmail.com	大分県練馬区南郷屋20丁目15番1号 脚折コート921	佐藤 美加子		akira47	(Decimal('-32.878138'), Decimal('111.778544'))	2019-12-23	O+	1242	246
03157689401		Vieira	carlos-eduardoandrade@bol.com.br	"Recanto Gomes, 36
Horto Florestal
32372187 Nascimento / ES"	Melina da Conceição		ryan66	(Decimal('-7.8813625'), Decimal('-173.529598'))	14 Sep 2019	AB+	1919	725
68071345920		Correia Andrade Ltda.	dfernandes@yahoo.com.br	"Jardim Arthur Gabriel Moura
Pantanal
97367032 Fogaça / PA"	Dr. Ravy Viana		casa-grandejoao-miguel	(Decimal('-50.340761'), Decimal('82.415613'))	2022/09/26	A+	100	172
702-32-9748		Sherman, Mcguire and Schwartz	keith43@hotmail.com	"718 Alisha Rue
Zacharyview, AR 93916"	Patrick Floyd	1939-03-07	hortonmelissa	(Decimal('38.737958'), Decimal('128.837334'))	2022-07-23	AB-	586	136
297-27-7857		Wallace, Martin and Powell	desiree47@gmail.com		Kim Anderson	1909-10-16	uhunt	(Decimal('-40.3585255'), Decimal('-21.843664'))	2021/09/20	O-	894	585
605-99-3524	絵本作家	林水産有限会社	yukiikeda@hotmail.com	青森県御蔵島村高輪33丁目12番19号 方京パレス328	小林 涼平		takahashimai	(Decimal('82.621266'), Decimal('-152.295972'))	2025-07-01	B-	1033	513
306-18-4121	Lobbyist	Burnett, Townsend and Flynn	nfox@gmail.com		David Ortiz	2009-03-04	cooleybrandon	(Decimal('23.566021'), Decimal('107.764305'))	20 Feb 2020	O+	948	373
68934215755		da Costa S.A.	isis48@bol.com.br		Maria Luísa Leão	1930-02-23	qfarias	(Decimal('-54.6564535'), Decimal('123.679287'))	2021-10-28	B-	1204	613
34208165707	Segurança particular	Costa	bcampos@bol.com.br	"Chácara Casa Grande, 3
Flavio De Oliveira
04364-286 Ramos / AM"	Anthony Gabriel Jesus		omendonca	(Decimal('85.882044'), Decimal('156.263759'))	19 Dec 2019	O+	1969	171
789-74-6841		Dickson LLC	joseph16@gmail.com	"3599 Dawson Loaf Suite 767
South Laurie, MN 22639"	Lisa Lambert		syoung	(Decimal('68.504505'), Decimal('15.046398'))	2021/04/01	AB+	1898	257
437-87-6986		Pergande	ernest15@hotmail.de	"Schmiedeckestr. 12-66
96765 Hannover"	Univ.Prof. Brian Döhn		raimund43	(Decimal('-30.819077'), Decimal('-12.185319'))	23 Nov 2021	B+	1865	72
595-29-5531		田中電気株式会社	unakamura@hotmail.com	佐賀県武蔵村山市外神田28丁目2番19号 天神島コート310	後藤 直子	1960-09-18	taro08	(Decimal('-86.0221525'), Decimal('148.595932'))	03/10/2022, 00:00:00	O-	1214	155
RGGSSN01P20A134O	Tourism officer	Dossi-Nadi SPA	belletinicamilla@outlook.com	"Incrocio Mimun, 891
98126, Messina (ME)"	Maria Segrè	1946-12-30	graziellazabarella	(Decimal('-41.2648785'), Decimal('34.810086'))	2021/11/28	AB-	333	638
306-16-1167		株式会社阿部電気	kaorisaito@gmail.com	徳島県清瀬市京橋42丁目17番9号 コーポ戸塚町425	中村 千代	1918-06-03	sasakinaoto	(Decimal('30.9489035'), Decimal('175.917372'))	2024/10/19	A+	548	562
690-77-2199		Byrd, Ortega and Gay	krodriguez@gmail.com		Tina Sanders		wparker	(Decimal('19.700876'), Decimal('-158.288142'))	04/08/2024, 00:00:00	AB-	246	493
424-78-5229	Financial manager	Farrell Inc	christian84@gmail.com	"87757 Christopher Mountains
West Janetmouth, MO 66154"	George Lopez		robert20	(Decimal('75.6751935'), Decimal('-3.885293'))	20 Jul 2020	B-	412	299
557-96-7521	営業	合同会社遠藤情報	mikakoyamaguchi@gmail.com		近藤 七夏	2008-05-27	suzukisayuri	(Decimal('-82.436206'), Decimal('165.676389'))	2024-08-29	AB+	1882	23
RGGGNI18P46L642Y	Editorial assistant	Berengario, Bertolucci e Volterra SPA	ferragnilando@libero.it	"Stretto Guarneri, 56 Appartamento 9
13814, Pollone (BI)"	Sig.ra Mariana Tasso	1946-09-12	cappelligeronimo		12 Dec 2022	AB-	93	101
426-62-3282		Combs, Pope and Nelson	ocook@hotmail.com	"00830 Darren Path Apt. 478
Humphreyport, FL 86011"	Derek White		sharonrichardson	(Decimal('1.2341935'), Decimal('-118.956065'))	05/18/2025, 00:00:00	AB+	897	451
065-47-2563	Careers adviser	Leonard and Sons	dawn10@yahoo.com	"USNV Miranda
FPO AE 30386"	Joseph Schultz		cjones	(Decimal('-44.0592975'), Decimal('-56.586914'))	07/14/2023, 00:00:00	B-	2093	675
122-05-8329		合同会社池田電気	qabe@yahoo.com	石川県横浜市神奈川区二つ室10丁目16番1号	斎藤 直人		mikako29	(Decimal('33.849656'), Decimal('13.957154'))	01 Feb 2021	AB-	107	782
884-40-2548		Becker and Sons	weaverdavid@gmail.com	"PSC 4422, Box 1923
APO AE 73498"	Angela Ortiz	1991-03-14	sarahlopez	(Decimal('-77.465269'), Decimal('-84.649760'))	2025-04-08	AB+	560	400
496-12-5402	Equities trader	Davis LLC	nicholas58@yahoo.com	"5962 Logan Mission Suite 541
East Keithmouth, MS 04406"	Amanda Lee	1949-01-07	larsenclaudia	(Decimal('-17.514087'), Decimal('-2.157164'))	25 Dec 2021	AB-	1361	173
152-53-5290		Stumpf	mbloch@gmx.de		Piotr Hübel	2014-05-17	mirko56	(Decimal('-11.6814065'), Decimal('-174.012798'))	02/13/2019, 00:00:00	B+	447	746
255-73-2988		Brown LLC	ohenson@hotmail.com	"7010 Geoffrey Parkway
West Mark, CA 87880"	Molly Riley		lawsonjoshua	(Decimal('-0.5959655'), Decimal('85.280946'))	11 Sep 2024	A+	292	623
545-64-8437		合同会社佐藤銀行	wsato@gmail.com	秋田県町田市戸山21丁目16番11号 シャルム上吉羽097	佐藤 花子		dwatanabe	(Decimal('83.1170525'), Decimal('-100.473906'))	2024/12/09	O-	366	788
16357284017	Mecanógrafo	Moraes	portotheo@hotmail.com	"Ladeira Matteo Cirino, 12
Rio Branco
19321988 Gonçalves Verde / AL"	Ana Julia Borges	2008-05-25	matheussa	(Decimal('-28.500543'), Decimal('-19.183210'))	2021-02-24	A-	853	409
48371906501	Contramestre em transporte marítimo	Gomes Cunha - EI	otavio55@uol.com.br		Diogo Teixeira		qbrito	(Decimal('-41.1967195'), Decimal('148.146606'))	08/25/2025, 00:00:00	AB+	1296	398
153-62-3817		有限会社伊藤電気	yuta41@gmail.com	徳島県八丈島八丈町外神田22丁目22番19号	福田 あすか		ssakamoto	(Decimal('12.868282'), Decimal('-126.851079'))	2024-09-27	AB-	734	311
294-99-4502	Tree surgeon	Stevens-Smith	westjasmine@yahoo.com	"19052 Hernandez Rapids Apt. 754
New Christophershire, ID 21919"	Jason Beltran	1953-10-29	kfranklin	(Decimal('39.515190'), Decimal('123.925633'))	10/31/2023, 00:00:00	O+	1409	198
TFRGSP49H43L471D		Turchetta-Chiaramonte Group	nadia94@virgilio.it		Sabatino Fantozzi		angelicasaffi	(Decimal('64.517947'), Decimal('-153.333582'))	2021-10-16	AB+	1050	623
LRUBRR92E52G752I		Spadafora, Montecchi e Pellico e figli	eboccherini@tele2.it	"Via Roberto, 36 Appartamento 7
19015, Montale (SP)"	Claudia Moschino	1960-04-12	renataargurio	(Decimal('-87.603847'), Decimal('-125.536092'))	15 Oct 2021	B+	1293	511
723-60-0474	音響技術者	有限会社高橋保険	eokada@hotmail.com	愛媛県小金井市長間26丁目11番3号	鈴木 直子	1935-11-05	jhashimoto	(Decimal('-4.0891725'), Decimal('92.522979'))	2021/10/23	AB+	93	757
37692415846		Santos	teixeirarodrigo@bol.com.br	"Distrito Danilo Camargo, 835
Jardim Atlântico
78900022 Correia do Sul / DF"	Rafael Pereira	1967-03-21	ramosmaria-liz	(Decimal('-62.345753'), Decimal('79.163620'))	03/28/2025, 00:00:00	A+	748	540
407-75-7736		Warmer GbR	ioannis77@gmx.de	"Gundula-Haase-Allee 31-75
08097 Pasewalk"	Hermann-Josef Jopich	2019-11-22	elindner	(Decimal('-54.4732895'), Decimal('139.317347'))	2023/01/12	B+	1381	370
52697134034	Windsurfer	Cardoso	nathan54@gmail.com		Pedro Miguel Costa	1997-10-24	noahda-rocha	(Decimal('-84.4042825'), Decimal('17.831157'))	05 Jul 2023	A+	1456	632
BSNLGO26H11F717R	Paramedic	Zetticci, Praga e Canova Group	lucafioravanti@gmail.com	"Strada Interminelli, 146 Appartamento 3
55023, Valdottavo (LU)"	Ugolino Venditti	1984-08-03	fabrizia37	(Decimal('38.379612'), Decimal('26.945408'))	2022-01-05	AB-	603	8
387-67-3316		株式会社鈴木水産	vsato@hotmail.com	奈良県山武郡芝山町花島7丁目17番16号 一ツ橋シャルム627	石井 洋介		tsato	(Decimal('-24.329172'), Decimal('121.682127'))	12/03/2020, 00:00:00	O-	1104	188
278-94-8520		有限会社佐々木建設	yokosato@gmail.com	福岡県青梅市柿木沢36丁目10番13号 シャルム渡辺693	小林 和也		ryosuke28	(Decimal('58.907999'), Decimal('-34.712195'))	10/30/2019, 00:00:00	A+	714	205
94701528323		Melo	xfarias@ig.com.br	"Feira Pinto, 93
Embaúbas
62231838 Ramos / AP"	Sra. Maria Liz Oliveira		teixeiraana-luiza	(Decimal('68.0357505'), Decimal('85.396021'))	2020/02/10	B-	1377	272
69075143206	Trilheiro ou músico de cinema	Correia Pimenta S/A	moreiramaria-julia@uol.com.br	"Estação de das Neves
São Vicente
84245037 Cunha de Minas / TO"	Vinicius Cassiano		cardosolivia	(Decimal('-55.7359555'), Decimal('142.312945'))	13 Mar 2020	B-	430	385
698-00-7944	Florist	Jäntsch Heinrich Stiftung & Co. KG	antonie91@aol.de	"Täschestr. 97
54419 Eilenburg"	Univ.Prof. Theobald Förster B.Eng.	1965-10-20	gstroh	(Decimal('-79.9257175'), Decimal('8.422735'))	07 Oct 2024	A+	1898	703
RPSLCN17R51I428S		Magnani, Baroffio e Letta SPA	sabatiniagostino@poste.it		Melina Barozzi		montaltigioele	(Decimal('65.1109035'), Decimal('-147.149427'))	2025/04/25	AB+	1541	216
SFFLNE40D25G521N		Pepe, Zaccardo e Giacometti s.r.l.	petrucellivalerio@gmail.com		Vincenzo Borrani	1951-05-29	etommaseo	(Decimal('43.910811'), Decimal('-73.142354'))	2023-08-26	AB-	762	613
483-35-1864		Scheibe AG	reinhardtsusanne@aol.de		Hans-Hermann Eckbauer		brittaschleich	(Decimal('-51.2893175'), Decimal('78.208940'))	2020/05/21	AB+	1796	527
GDTSLT43C41D775E		Bandello-Curci e figli	bajamontiserafina@poste.it	"Rotonda Giorgia, 361
13881, Dorzano (BI)"	Baccio Naccari		rcamilleri		2020-01-10	O-	1964	643
852-44-2821	医師	鈴木運輸合同会社	naoko09@yahoo.com	新潟県文京区大京町14丁目26番3号 富久町シティ771	西村 真綾		dmatsumoto	(Decimal('-61.678684'), Decimal('161.713836'))	2025-07-22	B-	1159	762
29835746010		Dias	zcavalcanti@bol.com.br	"Alameda Montenegro, 87
Jardim Dos Comerciarios
33121038 Alves de Aparecida / SC"	Ísis Carvalho	1954-01-21	cassianovicente	(Decimal('-31.475731'), Decimal('-156.088348'))	06/28/2022, 00:00:00	B-	1640	178
